paper_table,experiment,model,dataset,task,metric,paper_value,reproduced_value,absolute_delta,relative_delta,seed,checkpoint,status,notes
Table 13,official_source_mga_clap_clotho_imperative_released_uiq,MGA-CLAP,Clotho,UIQ Imperative T2A,R@10,55.79,62.296651,6.506651,11.662755,0,MGA-CLAP@48ca5a5cd22cd34427e118bd8cf332090ec54770:model.pt#sha256=8703740b738e973a5b4d8a18a074ad56880e98f8ba21cd618d7d7ee5422d6e26,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released Imperative UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code value is retained despite its positive PAPER delta; strict baseline UIQ preprocessing is not published."
Table 13,official_source_oea_nemo3b_ac_clotho_uiq_imperative_released_canonical_id,OEA-Nemo3B,Clotho,UIQ Imperative T2A,R@1,18.85,19.043062200956935,0.193062,1.024203,42,JudeJiwoo/OEA-Nemo3B-AC@8ed66aa77bc6f2001b807b5d2bd3e60503d89535/step_400_best.pt#sha256:55579dfbd4f6621b5d842c5e731d6a1d37dbfd04b26b1c55bf8cdea980e67d25,close,[unit=percent] [CODE][OBSERVED] Released Imperative UIQ queries use exact canonical Clotho target IDs with the official OEA loading path and official metric source.
Table 13,official_source_oea_nemo3b_ac_clotho_uiq_imperative_released_canonical_id,OEA-Nemo3B,Clotho,UIQ Imperative T2A,R@5,43.25,43.34928229665071,0.099282,0.229554,42,JudeJiwoo/OEA-Nemo3B-AC@8ed66aa77bc6f2001b807b5d2bd3e60503d89535/step_400_best.pt#sha256:55579dfbd4f6621b5d842c5e731d6a1d37dbfd04b26b1c55bf8cdea980e67d25,close,[unit=percent] [CODE][OBSERVED] Released Imperative UIQ queries use exact canonical Clotho target IDs with the official OEA loading path and official metric source.
Table 13,official_source_oea_nemo3b_ac_clotho_uiq_imperative_released_canonical_id,OEA-Nemo3B,Clotho,UIQ Imperative T2A,R@10,57.03,56.84210526315789,0.187895,-0.329466,42,JudeJiwoo/OEA-Nemo3B-AC@8ed66aa77bc6f2001b807b5d2bd3e60503d89535/step_400_best.pt#sha256:55579dfbd4f6621b5d842c5e731d6a1d37dbfd04b26b1c55bf8cdea980e67d25,close,[unit=percent] [CODE][OBSERVED] Released Imperative UIQ queries use exact canonical Clotho target IDs with the official OEA loading path and official metric source.
Table 14,oea_nemo3b_cl_clotho_uiq_paraphrase_released_canonical_id,OEA-Nemo3B (+Cl),Clotho,UIQ Paraphrase T2A,R@1,23.83,23.54066985645933,0.28933,-1.214142,42,JudeJiwoo/OEA-Nemo3B-Cl@9588912298afca0b11f5895b864ae28083f35022/step_450_best_inference_only.pt#sha256:2a5bee9039a28c0028cf205d1e2f4302fda540dd913f4cc1b08301edfc6680c4,close,"[unit=percent] [CODE] Released Paraphrase UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.289330 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 14,oea_nemo3b_cl_clotho_uiq_paraphrase_released_canonical_id,OEA-Nemo3B (+Cl),Clotho,UIQ Paraphrase T2A,R@5,50.14,49.952153110047846,0.187847,-0.374645,42,JudeJiwoo/OEA-Nemo3B-Cl@9588912298afca0b11f5895b864ae28083f35022/step_450_best_inference_only.pt#sha256:2a5bee9039a28c0028cf205d1e2f4302fda540dd913f4cc1b08301edfc6680c4,close,"[unit=percent] [CODE] Released Paraphrase UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.187847 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 14,oea_nemo3b_cl_clotho_uiq_paraphrase_released_canonical_id,OEA-Nemo3B (+Cl),Clotho,UIQ Paraphrase T2A,R@10,64.50,64.40191387559808,0.098086,-0.152072,42,JudeJiwoo/OEA-Nemo3B-Cl@9588912298afca0b11f5895b864ae28083f35022/step_450_best_inference_only.pt#sha256:2a5bee9039a28c0028cf205d1e2f4302fda540dd913f4cc1b08301edfc6680c4,close,"[unit=percent] [CODE] Released Paraphrase UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.098086 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 14,oea_qwen3b_cl_clotho_uiq_paraphrase_released_canonical_id,OEA-Qwen3B (+Cl),Clotho,UIQ Paraphrase T2A,R@1,27.56,26.98564593301435,0.574354,-2.084013,42,JudeJiwoo/OEA-Qwen3B-Cl@54ccd008d4a1340d2a1f8edcd5dd0e82c61367a4/step_40_inference_only.pt#sha256:f084bf3c3ad645809e4c7e22cf148caef788cb96c019729576b881291268432a,close,"[unit=percent] [CODE] Released Paraphrase UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.574354 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 14,oea_qwen3b_cl_clotho_uiq_paraphrase_released_canonical_id,OEA-Qwen3B (+Cl),Clotho,UIQ Paraphrase T2A,R@5,55.50,55.11961722488038,0.380383,-0.685374,42,JudeJiwoo/OEA-Qwen3B-Cl@54ccd008d4a1340d2a1f8edcd5dd0e82c61367a4/step_40_inference_only.pt#sha256:f084bf3c3ad645809e4c7e22cf148caef788cb96c019729576b881291268432a,close,"[unit=percent] [CODE] Released Paraphrase UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.380383 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 14,oea_qwen3b_cl_clotho_uiq_paraphrase_released_canonical_id,OEA-Qwen3B (+Cl),Clotho,UIQ Paraphrase T2A,R@10,70.81,70.23923444976077,0.570766,-0.806052,42,JudeJiwoo/OEA-Qwen3B-Cl@54ccd008d4a1340d2a1f8edcd5dd0e82c61367a4/step_40_inference_only.pt#sha256:f084bf3c3ad645809e4c7e22cf148caef788cb96c019729576b881291268432a,close,"[unit=percent] [CODE] Released Paraphrase UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.570766 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 14,oea_qwen3b_clotho_uiq_paraphrase_released_canonical_id,OEA-Qwen3B,Clotho,UIQ Paraphrase T2A,R@1,21.24,20.95693779904306,0.283062,-1.332685,42,JudeJiwoo/OEA-Qwen3B-AC@f6c4b3b86385fd7ecbe3bacf45548a2259af8db4/step_350_inference_only.pt#sha256:b1d0f559711b70f5a80dbdeb8cd46d80ed7b38b8e5524b9a871878d8bcd5f101,close,"[unit=percent] [CODE] Released Paraphrase UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.283062 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 14,oea_qwen3b_clotho_uiq_paraphrase_released_canonical_id,OEA-Qwen3B,Clotho,UIQ Paraphrase T2A,R@5,46.79,46.79425837320574,0.004258,0.009101,42,JudeJiwoo/OEA-Qwen3B-AC@f6c4b3b86385fd7ecbe3bacf45548a2259af8db4/step_350_inference_only.pt#sha256:b1d0f559711b70f5a80dbdeb8cd46d80ed7b38b8e5524b9a871878d8bcd5f101,close,"[unit=percent] [CODE] Released Paraphrase UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.004258 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 14,oea_qwen3b_clotho_uiq_paraphrase_released_canonical_id,OEA-Qwen3B,Clotho,UIQ Paraphrase T2A,R@10,60.19,60.0956937799043,0.094306,-0.156681,42,JudeJiwoo/OEA-Qwen3B-AC@f6c4b3b86385fd7ecbe3bacf45548a2259af8db4/step_350_inference_only.pt#sha256:b1d0f559711b70f5a80dbdeb8cd46d80ed7b38b8e5524b9a871878d8bcd5f101,close,"[unit=percent] [CODE] Released Paraphrase UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.094306 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 14,official_source_laion_clap_clotho_paraphrase_released_uiq,LAION-CLAP,Clotho,UIQ Paraphrase T2A,R@1,15.98,18.277512,2.297512,14.377422,0,laion-clap==1.1.6:630k-audioset-best.pt#sha256=8053c9775516af2f4902e1e8281e356cc1bf7a85e8b761908170767b77c3f037,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released Paraphrase UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code value is retained despite its positive PAPER delta; strict baseline UIQ preprocessing is not published."
Table 14,official_source_laion_clap_clotho_paraphrase_released_uiq,LAION-CLAP,Clotho,UIQ Paraphrase T2A,R@5,39.14,44.593301,5.453301,13.932808,0,laion-clap==1.1.6:630k-audioset-best.pt#sha256=8053c9775516af2f4902e1e8281e356cc1bf7a85e8b761908170767b77c3f037,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released Paraphrase UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code value is retained despite its positive PAPER delta; strict baseline UIQ preprocessing is not published."
Table 14,official_source_laion_clap_clotho_paraphrase_released_uiq,LAION-CLAP,Clotho,UIQ Paraphrase T2A,R@10,52.73,55.598086,2.868086,5.439192,0,laion-clap==1.1.6:630k-audioset-best.pt#sha256=8053c9775516af2f4902e1e8281e356cc1bf7a85e8b761908170767b77c3f037,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released Paraphrase UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code value is retained despite its positive PAPER delta; strict baseline UIQ preprocessing is not published."
Table 14,official_source_m2d_clap_clotho_paraphrase_released_uiq,M2D-CLAP,Clotho,UIQ Paraphrase T2A,R@1,21.63,19.23445,2.39555,-11.075127,0,M2D-CLAP@3d0c4de9447c404a8d3f9f37e04f53bc902e09b3:checkpoint-30.pth#sha256=238521603c04862ab151cdd80980b591cb36ebe844d43203992fac9ef085c8a1,close,"[unit=percent] [CODE][OBSERVED] Released Paraphrase UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code result is close but not an exact paper-protocol reproduction."
Table 14,official_source_m2d_clap_clotho_paraphrase_released_uiq,M2D-CLAP,Clotho,UIQ Paraphrase T2A,R@5,50.72,47.272727,3.447273,-6.796674,0,M2D-CLAP@3d0c4de9447c404a8d3f9f37e04f53bc902e09b3:checkpoint-30.pth#sha256=238521603c04862ab151cdd80980b591cb36ebe844d43203992fac9ef085c8a1,close,"[unit=percent] [CODE][OBSERVED] Released Paraphrase UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code result is close but not an exact paper-protocol reproduction."
Table 14,official_source_m2d_clap_clotho_paraphrase_released_uiq,M2D-CLAP,Clotho,UIQ Paraphrase T2A,R@10,60.67,61.5311,0.8611,1.419318,0,M2D-CLAP@3d0c4de9447c404a8d3f9f37e04f53bc902e09b3:checkpoint-30.pth#sha256=238521603c04862ab151cdd80980b591cb36ebe844d43203992fac9ef085c8a1,close,"[unit=percent] [CODE][OBSERVED] Released Paraphrase UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code result is close but not an exact paper-protocol reproduction."
Table 14,official_source_mga_clap_clotho_paraphrase_released_uiq,MGA-CLAP,Clotho,UIQ Paraphrase T2A,R@1,19.62,23.157895,3.537895,18.032085,0,MGA-CLAP@48ca5a5cd22cd34427e118bd8cf332090ec54770:model.pt#sha256=8703740b738e973a5b4d8a18a074ad56880e98f8ba21cd618d7d7ee5422d6e26,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released Paraphrase UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code value is retained despite its positive PAPER delta; strict baseline UIQ preprocessing is not published."
Table 14,official_source_mga_clap_clotho_paraphrase_released_uiq,MGA-CLAP,Clotho,UIQ Paraphrase T2A,R@5,47.56,50.909091,3.349091,7.041823,0,MGA-CLAP@48ca5a5cd22cd34427e118bd8cf332090ec54770:model.pt#sha256=8703740b738e973a5b4d8a18a074ad56880e98f8ba21cd618d7d7ee5422d6e26,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released Paraphrase UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code value is retained despite its positive PAPER delta; strict baseline UIQ preprocessing is not published."
Table 14,official_source_mga_clap_clotho_paraphrase_released_uiq,MGA-CLAP,Clotho,UIQ Paraphrase T2A,R@10,59.71,63.827751,4.117751,6.89625,0,MGA-CLAP@48ca5a5cd22cd34427e118bd8cf332090ec54770:model.pt#sha256=8703740b738e973a5b4d8a18a074ad56880e98f8ba21cd618d7d7ee5422d6e26,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released Paraphrase UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code value is retained despite its positive PAPER delta; strict baseline UIQ preprocessing is not published."
Table 14,official_source_oea_nemo3b_ac_clotho_uiq_paraphrase_released_canonical_id,OEA-Nemo3B,Clotho,UIQ Paraphrase T2A,R@1,20.96,20.76555023923445,0.19445,-0.927718,42,JudeJiwoo/OEA-Nemo3B-AC@8ed66aa77bc6f2001b807b5d2bd3e60503d89535/step_400_best.pt#sha256:55579dfbd4f6621b5d842c5e731d6a1d37dbfd04b26b1c55bf8cdea980e67d25,close,[unit=percent] [CODE][OBSERVED] Released Paraphrase UIQ queries use exact canonical Clotho target IDs with the official OEA loading path and official metric source.
Table 14,official_source_oea_nemo3b_ac_clotho_uiq_paraphrase_released_canonical_id,OEA-Nemo3B,Clotho,UIQ Paraphrase T2A,R@5,44.50,44.30622009569378,0.19378,-0.43546,42,JudeJiwoo/OEA-Nemo3B-AC@8ed66aa77bc6f2001b807b5d2bd3e60503d89535/step_400_best.pt#sha256:55579dfbd4f6621b5d842c5e731d6a1d37dbfd04b26b1c55bf8cdea980e67d25,close,[unit=percent] [CODE][OBSERVED] Released Paraphrase UIQ queries use exact canonical Clotho target IDs with the official OEA loading path and official metric source.
Table 14,official_source_oea_nemo3b_ac_clotho_uiq_paraphrase_released_canonical_id,OEA-Nemo3B,Clotho,UIQ Paraphrase T2A,R@10,57.22,56.65071770334929,0.569282,-0.994901,42,JudeJiwoo/OEA-Nemo3B-AC@8ed66aa77bc6f2001b807b5d2bd3e60503d89535/step_400_best.pt#sha256:55579dfbd4f6621b5d842c5e731d6a1d37dbfd04b26b1c55bf8cdea980e67d25,close,[unit=percent] [CODE][OBSERVED] Released Paraphrase UIQ queries use exact canonical Clotho target IDs with the official OEA loading path and official metric source.
Table 15,oea_nemo3b_cl_clotho_uiq_tagging_keyphrase_released_canonical_id,OEA-Nemo3B (+Cl),Clotho,UIQ Keyphrase T2A,R@1,25.93,25.837320574162682,0.092679,-0.357422,42,JudeJiwoo/OEA-Nemo3B-Cl@9588912298afca0b11f5895b864ae28083f35022/step_450_best_inference_only.pt#sha256:2a5bee9039a28c0028cf205d1e2f4302fda540dd913f4cc1b08301edfc6680c4,close,"[unit=percent] [CODE] Released tagging UIQ queries (called Keyphrase by PAPER) use exact canonical Clotho target IDs. Absolute delta is 0.092679 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 15,oea_nemo3b_cl_clotho_uiq_tagging_keyphrase_released_canonical_id,OEA-Nemo3B (+Cl),Clotho,UIQ Keyphrase T2A,R@5,52.54,52.63157894736842,0.091579,0.174303,42,JudeJiwoo/OEA-Nemo3B-Cl@9588912298afca0b11f5895b864ae28083f35022/step_450_best_inference_only.pt#sha256:2a5bee9039a28c0028cf205d1e2f4302fda540dd913f4cc1b08301edfc6680c4,close,"[unit=percent] [CODE] Released tagging UIQ queries (called Keyphrase by PAPER) use exact canonical Clotho target IDs. Absolute delta is 0.091579 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 15,oea_nemo3b_cl_clotho_uiq_tagging_keyphrase_released_canonical_id,OEA-Nemo3B (+Cl),Clotho,UIQ Keyphrase T2A,R@10,66.03,66.1244019138756,0.094402,0.142968,42,JudeJiwoo/OEA-Nemo3B-Cl@9588912298afca0b11f5895b864ae28083f35022/step_450_best_inference_only.pt#sha256:2a5bee9039a28c0028cf205d1e2f4302fda540dd913f4cc1b08301edfc6680c4,close,"[unit=percent] [CODE] Released tagging UIQ queries (called Keyphrase by PAPER) use exact canonical Clotho target IDs. Absolute delta is 0.094402 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 15,oea_qwen3b_cl_clotho_uiq_tagging_keyphrase_released_canonical_id,OEA-Qwen3B (+Cl),Clotho,UIQ Keyphrase T2A,R@1,27.66,27.55980861244019,0.100191,-0.362225,42,JudeJiwoo/OEA-Qwen3B-Cl@54ccd008d4a1340d2a1f8edcd5dd0e82c61367a4/step_40_inference_only.pt#sha256:f084bf3c3ad645809e4c7e22cf148caef788cb96c019729576b881291268432a,close,"[unit=percent] [CODE] Released tagging UIQ queries (called Keyphrase by PAPER) use exact canonical Clotho target IDs. Absolute delta is 0.100191 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 15,oea_qwen3b_cl_clotho_uiq_tagging_keyphrase_released_canonical_id,OEA-Qwen3B (+Cl),Clotho,UIQ Keyphrase T2A,R@5,57.99,58.08612440191388,0.096124,0.16576,42,JudeJiwoo/OEA-Qwen3B-Cl@54ccd008d4a1340d2a1f8edcd5dd0e82c61367a4/step_40_inference_only.pt#sha256:f084bf3c3ad645809e4c7e22cf148caef788cb96c019729576b881291268432a,close,"[unit=percent] [CODE] Released tagging UIQ queries (called Keyphrase by PAPER) use exact canonical Clotho target IDs. Absolute delta is 0.096124 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 15,oea_qwen3b_cl_clotho_uiq_tagging_keyphrase_released_canonical_id,OEA-Qwen3B (+Cl),Clotho,UIQ Keyphrase T2A,R@10,71.87,71.67464114832536,0.195359,-0.271823,42,JudeJiwoo/OEA-Qwen3B-Cl@54ccd008d4a1340d2a1f8edcd5dd0e82c61367a4/step_40_inference_only.pt#sha256:f084bf3c3ad645809e4c7e22cf148caef788cb96c019729576b881291268432a,close,"[unit=percent] [CODE] Released tagging UIQ queries (called Keyphrase by PAPER) use exact canonical Clotho target IDs. Absolute delta is 0.195359 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 15,oea_qwen3b_clotho_uiq_tagging_keyphrase_released_canonical_id,OEA-Qwen3B,Clotho,UIQ Keyphrase T2A,R@1,24.50,24.30622009569378,0.19378,-0.790938,42,JudeJiwoo/OEA-Qwen3B-AC@f6c4b3b86385fd7ecbe3bacf45548a2259af8db4/step_350_inference_only.pt#sha256:b1d0f559711b70f5a80dbdeb8cd46d80ed7b38b8e5524b9a871878d8bcd5f101,close,"[unit=percent] [CODE] Released tagging UIQ queries (called Keyphrase by PAPER) use exact canonical Clotho target IDs. Absolute delta is 0.193780 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 15,oea_qwen3b_clotho_uiq_tagging_keyphrase_released_canonical_id,OEA-Qwen3B,Clotho,UIQ Keyphrase T2A,R@5,49.76,49.665071770334926,0.094928,-0.190772,42,JudeJiwoo/OEA-Qwen3B-AC@f6c4b3b86385fd7ecbe3bacf45548a2259af8db4/step_350_inference_only.pt#sha256:b1d0f559711b70f5a80dbdeb8cd46d80ed7b38b8e5524b9a871878d8bcd5f101,close,"[unit=percent] [CODE] Released tagging UIQ queries (called Keyphrase by PAPER) use exact canonical Clotho target IDs. Absolute delta is 0.094928 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 15,oea_qwen3b_clotho_uiq_tagging_keyphrase_released_canonical_id,OEA-Qwen3B,Clotho,UIQ Keyphrase T2A,R@10,61.72,61.72248803827751,0.002488,0.004031,42,JudeJiwoo/OEA-Qwen3B-AC@f6c4b3b86385fd7ecbe3bacf45548a2259af8db4/step_350_inference_only.pt#sha256:b1d0f559711b70f5a80dbdeb8cd46d80ed7b38b8e5524b9a871878d8bcd5f101,close,"[unit=percent] [CODE] Released tagging UIQ queries (called Keyphrase by PAPER) use exact canonical Clotho target IDs. Absolute delta is 0.002488 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 15,official_source_laion_clap_clotho_tagging_released_uiq,LAION-CLAP,Clotho,UIQ Keyphrase T2A,R@1,17.51,20.382775,2.872775,16.406482,0,laion-clap==1.1.6:630k-audioset-best.pt#sha256=8053c9775516af2f4902e1e8281e356cc1bf7a85e8b761908170767b77c3f037,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released tagging UIQ, which PAPER calls Keyphrase, over the canonical 1,045-audio Clotho candidate bank. Both labels and the positive PAPER delta are retained."
Table 15,official_source_laion_clap_clotho_tagging_released_uiq,LAION-CLAP,Clotho,UIQ Keyphrase T2A,R@5,41.63,46.794258,5.164258,12.405136,0,laion-clap==1.1.6:630k-audioset-best.pt#sha256=8053c9775516af2f4902e1e8281e356cc1bf7a85e8b761908170767b77c3f037,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released tagging UIQ, which PAPER calls Keyphrase, over the canonical 1,045-audio Clotho candidate bank. Both labels and the positive PAPER delta are retained."
Table 15,official_source_laion_clap_clotho_tagging_released_uiq,LAION-CLAP,Clotho,UIQ Keyphrase T2A,R@10,55.02,63.349282,8.329282,15.138644,0,laion-clap==1.1.6:630k-audioset-best.pt#sha256=8053c9775516af2f4902e1e8281e356cc1bf7a85e8b761908170767b77c3f037,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released tagging UIQ, which PAPER calls Keyphrase, over the canonical 1,045-audio Clotho candidate bank. Both labels and the positive PAPER delta are retained."
Table 15,official_source_m2d_clap_clotho_tagging_released_uiq,M2D-CLAP,Clotho,UIQ Keyphrase T2A,R@1,22.11,19.617225,2.492775,-11.274423,0,M2D-CLAP@3d0c4de9447c404a8d3f9f37e04f53bc902e09b3:checkpoint-30.pth#sha256=238521603c04862ab151cdd80980b591cb36ebe844d43203992fac9ef085c8a1,close,"[unit=percent] [CODE][OBSERVED] Released tagging UIQ, which PAPER calls Keyphrase, over the canonical 1,045-audio Clotho candidate bank. The controlled public-code result is close but not exact."
Table 15,official_source_m2d_clap_clotho_tagging_released_uiq,M2D-CLAP,Clotho,UIQ Keyphrase T2A,R@5,48.52,46.411483,2.108517,-4.345666,0,M2D-CLAP@3d0c4de9447c404a8d3f9f37e04f53bc902e09b3:checkpoint-30.pth#sha256=238521603c04862ab151cdd80980b591cb36ebe844d43203992fac9ef085c8a1,close,"[unit=percent] [CODE][OBSERVED] Released tagging UIQ, which PAPER calls Keyphrase, over the canonical 1,045-audio Clotho candidate bank. The controlled public-code result is close but not exact."
Table 15,official_source_m2d_clap_clotho_tagging_released_uiq,M2D-CLAP,Clotho,UIQ Keyphrase T2A,R@10,62.49,63.062201,0.572201,0.915668,0,M2D-CLAP@3d0c4de9447c404a8d3f9f37e04f53bc902e09b3:checkpoint-30.pth#sha256=238521603c04862ab151cdd80980b591cb36ebe844d43203992fac9ef085c8a1,close,"[unit=percent] [CODE][OBSERVED] Released tagging UIQ, which PAPER calls Keyphrase, over the canonical 1,045-audio Clotho candidate bank. The controlled public-code result is close but not exact."
Table 15,official_source_mga_clap_clotho_tagging_released_uiq,MGA-CLAP,Clotho,UIQ Keyphrase T2A,R@1,22.11,27.177033,5.067033,22.917381,0,MGA-CLAP@48ca5a5cd22cd34427e118bd8cf332090ec54770:model.pt#sha256=8703740b738e973a5b4d8a18a074ad56880e98f8ba21cd618d7d7ee5422d6e26,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released tagging UIQ, which PAPER calls Keyphrase, over the canonical 1,045-audio Clotho candidate bank. Both labels and the positive PAPER delta are retained."
Table 15,official_source_mga_clap_clotho_tagging_released_uiq,MGA-CLAP,Clotho,UIQ Keyphrase T2A,R@5,50.43,56.555024,6.125024,12.145596,0,MGA-CLAP@48ca5a5cd22cd34427e118bd8cf332090ec54770:model.pt#sha256=8703740b738e973a5b4d8a18a074ad56880e98f8ba21cd618d7d7ee5422d6e26,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released tagging UIQ, which PAPER calls Keyphrase, over the canonical 1,045-audio Clotho candidate bank. Both labels and the positive PAPER delta are retained."
Table 15,official_source_mga_clap_clotho_tagging_released_uiq,MGA-CLAP,Clotho,UIQ Keyphrase T2A,R@10,63.64,69.856459,6.216459,9.768163,0,MGA-CLAP@48ca5a5cd22cd34427e118bd8cf332090ec54770:model.pt#sha256=8703740b738e973a5b4d8a18a074ad56880e98f8ba21cd618d7d7ee5422d6e26,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released tagging UIQ, which PAPER calls Keyphrase, over the canonical 1,045-audio Clotho candidate bank. Both labels and the positive PAPER delta are retained."
Table 15,official_source_oea_nemo3b_ac_clotho_uiq_tagging_keyphrase_released_canonical_id,OEA-Nemo3B,Clotho,UIQ Keyphrase T2A,R@1,21.53,21.5311004784689,0.0011,0.005111,42,JudeJiwoo/OEA-Nemo3B-AC@8ed66aa77bc6f2001b807b5d2bd3e60503d89535/step_400_best.pt#sha256:55579dfbd4f6621b5d842c5e731d6a1d37dbfd04b26b1c55bf8cdea980e67d25,close,[unit=percent] [CODE][OBSERVED] Released tagging UIQ queries (called Keyphrase by PAPER) use exact canonical Clotho target IDs with the official OEA loading path and official metric source.
Table 15,official_source_oea_nemo3b_ac_clotho_uiq_tagging_keyphrase_released_canonical_id,OEA-Nemo3B,Clotho,UIQ Keyphrase T2A,R@5,45.45,45.83732057416268,0.387321,0.85219,42,JudeJiwoo/OEA-Nemo3B-AC@8ed66aa77bc6f2001b807b5d2bd3e60503d89535/step_400_best.pt#sha256:55579dfbd4f6621b5d842c5e731d6a1d37dbfd04b26b1c55bf8cdea980e67d25,close,[unit=percent] [CODE][OBSERVED] Released tagging UIQ queries (called Keyphrase by PAPER) use exact canonical Clotho target IDs with the official OEA loading path and official metric source.
Table 15,official_source_oea_nemo3b_ac_clotho_uiq_tagging_keyphrase_released_canonical_id,OEA-Nemo3B,Clotho,UIQ Keyphrase T2A,R@10,59.14,60.19138755980862,1.051388,1.777794,42,JudeJiwoo/OEA-Nemo3B-AC@8ed66aa77bc6f2001b807b5d2bd3e60503d89535/step_400_best.pt#sha256:55579dfbd4f6621b5d842c5e731d6a1d37dbfd04b26b1c55bf8cdea980e67d25,close,[unit=percent] [CODE][OBSERVED] Released tagging UIQ queries (called Keyphrase by PAPER) use exact canonical Clotho target IDs with the official OEA loading path and official metric source.
Table 16,oea_qwen3b_clotho_a100_efficiency_strict_paper_protocol,OEA-Qwen3B,"Clotho (1,045 clips; A100-SXM4-80GB)",Inference efficiency,Audio encoding (ms/clip),539.3,,,,,JudeJiwoo/OEA-Qwen3B-Cl@54ccd008d4a1340d2a1f8edcd5dd0e82c61367a4/step_40_inference_only.pt#sha256:f084bf3c3ad645809e4c7e22cf148caef788cb96c019729576b881291268432a,blocked,[unit=milliseconds] [MISSING] Appendix Table 16 repeats the Table 5 value without publishing the timing boundary. The controlled A100 measurement is retained separately and not promoted to a strict reproduction.
